ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 546612, 294067, 669491, 330509, 304237, 661016, 338984, 449150, 542375,   1180,244
 547482, 500000, 473171, 526829, 509259, 463437, 536563, 453705, 548670,   4212,498
 551112, 420324, 549007, 450993, 431749, 539987, 460013, 442875, 545100,   1663,522
 551400, 485001, 489046, 510954, 495786, 479271, 520729, 446075, 548875,   2967,938
 551792, 415094, 566407, 433593, 422493, 553089, 446911, 463005, 566590,   2703,881
 551945, 368719, 604835, 395165, 380430, 595768, 404232, 441445, 545335,   2647,510
 552407, 479200, 494267, 505733, 489354, 483458, 516542, 449230, 554045,   3053,134
 553070, 490902, 487869, 512131, 498862, 474601, 525399, 460200, 566340,   2638,739
 554837, 507096, 471612, 528388, 514193, 456774, 543226, 464515, 574190,   3100,825
 555102, 532992, 448058, 551942, 542400, 435425, 564575, 452960, 563165,   7441,547
 555140, 195853, 780326, 219674, 207763, 770180, 229820, 440450, 550730,   2267,700
 555742, 489189, 486486, 513514, 502027, 477027, 522973, 435810, 547295,   1480,542
 556670, 395157, 584234, 415766, 407521, 573930, 426070, 438180, 551520,   1941,538
 558460, 469325, 509491, 490509, 479229, 496011, 503989, 450480, 567400,   3635,451
 559640, 453261, 525316, 474684, 464946, 513145, 486855, 441575, 560855,   2054,324
 560312, 163751, 809107, 190893, 169782, 791013, 208987, 469845, 590470,   3316,191
 560627, 351783, 631669, 368331, 362339, 617974, 382026, 447220, 568475,   3505,1023
 561087, 329558, 651966, 348034, 340882, 638855, 361145, 443380, 565555,   1678,1013
 561107, 530552, 451406, 548594, 542774, 439185, 560815, 438890, 561105,   5155,367
 562892, 499445, 475767, 524233, 514243, 465408, 534592, 426010, 551795,   2703,869
 565370, 438100, 534685, 465315, 453575, 524012, 475988, 422625, 553365,   1874,563
 567162, 163582, 814925, 185075, 176716, 801194, 198806, 434330, 568655,   1675,342
 568027,  54421, 901360,  98640,  81632, 901360,  98640, 363945, 500000,    294,334
 570112, 439088, 543382, 456618, 451358, 527607, 472393, 438650, 578875,   1141,972
 570667, 419165, 558428, 441572, 429851, 540847, 459153, 446570, 587905,   2901,101
 571370, 522204, 452418, 547582, 535685, 437351, 562649, 432595, 575335,   2522,845
 573572, 233033, 742342, 257658, 247447, 727327, 272673, 427930, 575075,   1665,422
 574002, 599742, 387387, 612613, 611325, 369369, 630631, 442085, 590090,    777,688
 574175, 551648, 425824, 574176, 565384, 409890, 590110, 431320, 579670,   1820,1040
 574297, 365881, 614820, 385180, 376688, 595908, 404092, 445965, 594560,   2591,1018
 574537, 177698, 803816, 196184, 186046, 782349, 217651, 458260, 607335,   1677,85
 576745, 576217, 399082, 600918, 589978, 382145, 617855, 431195, 584685,   2834,783
 577175, 298260, 685652, 314348, 313043, 669565, 330435, 426085, 580435,   2300,248
 578055, 308144, 672398, 327602, 321266, 654298, 345702, 434390, 590500,   2210,725
 579600, 299492, 676972, 323028, 312874, 658514, 341486, 433090, 592290,   2167,151
 579782, 516100, 463011, 536989, 530316, 445314, 554686, 428920, 588485,   3447,735
 581452,  40100, 934837,  65163,  62656, 924812,  75188, 387220, 550125,    399,591
 582645, 421487, 548209, 451791, 426997, 520661, 479339, 472450, 637740,    363,909
 584070, 435398, 541592, 458408, 447787, 520353, 479647, 438055, 606195,    565,160
 584172, 473387, 503830, 496170, 490927, 487701, 512299, 412300, 580645,   4960,620
 584745,  93990, 884437, 115563,  99383, 855932, 144068, 473035, 642525,   1298,475
 586805, 475694, 506944, 493056, 496527, 493055, 506945, 395835, 569445,    288,791
 589772, 507416, 459797, 540203, 531615, 448087, 551913, 379005, 558550,   1281,414
 591870, 354120, 624721, 375279, 372680, 606533, 393467, 407200, 590940,   2694,385
 593067, 346598, 636713, 363287, 363286, 616174, 383826, 416560, 602695,    779,645
 593482, 489583, 490651, 509349, 504540, 468215, 531785, 425215, 612180,   3744,721
 595477, 383018, 594364, 405636, 400074, 573229, 426771, 414720, 605675,   2697,483
 598315, 287453, 693352, 306648, 303838, 670411, 329589, 418075, 614705,   2136,895
 598497, 353095, 625140, 374860, 369230, 601876, 398124, 419325, 616320,   2665,913
 599760, 534461, 446191, 553809, 552599, 424425, 575575, 409310, 608830,    827,717
 601155, 351445, 625433, 374567, 371676, 605202, 394798, 398845, 601155,   1730,676
 601615, 402546, 581292, 418708, 418217, 556317, 443683, 421645, 624875,   2042,900
 601872, 415198, 567180, 432820, 433370, 544603, 455397, 409140, 612885,   1816,1032
 601905, 571331, 406250, 593750, 584239, 378396, 621604, 435460, 639270,   1472,849
 605177, 426490, 541377, 458623, 450762, 523578, 476422, 378640, 588995,   4326,930
 606030, 401945, 575486, 424514, 421011, 552140, 447860, 404670, 616730,   2570,730
 614830, 298228, 684383, 315617, 317585, 657808, 342192, 403215, 632875,   3048,81
 617545, 374105, 603747, 396253, 396592, 579216, 420784, 387565, 622655,   2935,401
 619625, 390043, 587723, 412277, 410343, 560173, 439827, 398500, 637750,   2069,696
 620000,  64000, 896000, 104000,  88000, 872000, 128000, 380000, 620000,    125,583
 626450, 371970, 608535, 391465, 395679, 581664, 418336, 381455, 634355,   1898,270
 640240, 411368, 562453, 437547, 439790, 534779, 465221, 357890, 638370,   1337,459
 663552,  46728, 915887,  84113,  65420, 869158, 130842, 406540, 733645,    107,587
 667525,  20618, 963917,  36083,  51546, 927835,  72165, 345360, 680410,    194,24
 678570, 491071, 482142, 517858, 517857, 437500, 562500, 366070, 723210,    112,43
